product_id,category,sales,rating,review_count,views,added_to_cart,wishlist_adds_product,product_availability
prod_3784,fruits,743,3.6,424,3713,385,114,Karnataka
prod_3785,fruits,841,3.9,58,1313,344,314,Karnataka
prod_3786,fruits,1636,4.1,453,4295,137,312,Daman & Diu
prod_3787,vegetables,1116,4.1,202,1617,363,180,Jammu & Kashmir
prod_3788,vegetables,1801,3.8,211,2747,425,245,Chandigarh
prod_3789,vegetables,283,4.4,178,2505,246,329,Andaman and Nicobar Islands
prod_3790,vegetables,969,4.7,192,3703,454,305,Bihar
prod_3791,vegetables,604,4.2,297,6845,477,314,Chandigarh
prod_3792,vegetables,414,4.6,131,583,479,147,Gujarat
prod_3793,vegetables,881,5.0,188,3757,444,274,Karnataka
prod_3794,vegetables,1402,4.7,142,2065,481,264,Delhi
prod_3795,grains,131,4.7,361,3585,151,397,Delhi
prod_3796,grains,919,5.0,177,3005,222,259,Kerala
prod_3797,grains,1723,3.6,372,4016,183,250,Karnataka
prod_3798,dairy,1124,3.5,492,7974,135,142,Jharkhand
prod_3799,dairy,1798,4.9,303,4372,259,80,Andhra Pradesh
prod_3800,dairy,399,5.0,157,3221,254,164,Gujarat
prod_3801,meat,453,4.8,302,7227,372,304,Chhattisgarh
prod_3802,meat,1509,4.4,214,1360,273,117,Chandigarh
prod_3803,beverages,1217,4.9,155,1312,337,50,Goa
prod_3804,beverages,1111,4.1,100,7766,192,70,Andhra Pradesh
prod_3805,snacks,1646,4.4,57,3786,252,183,Daman & Diu
prod_3806,snacks,1011,4.0,381,4470,393,112,Arunachal Pradesh
prod_3807,fruits,1107,3.5,66,3597,284,373,Lakshadweep
prod_3808,fruits,943,4.1,280,524,212,374,Lakshadweep
prod_3809,fruits,1235,4.9,432,4444,385,259,Kerala
prod_3810,fruits,1694,4.0,481,1252,221,61,Bihar
prod_3811,fruits,209,3.9,145,6834,190,388,Haryana
prod_3812,fruits,1114,4.1,92,5923,394,58,Andhra Pradesh
prod_3813,fruits,1005,4.6,238,6381,316,146,Jharkhand
prod_3814,fruits,1843,4.3,464,2759,153,187,Madhya Pradesh
prod_3815,fruits,772,4.1,363,4011,256,287,Lakshadweep
prod_3816,fruits,1948,4.3,89,4678,407,232,Kerala
prod_3817,vegetables,1188,4.7,327,2431,196,311,Chhattisgarh
prod_3818,vegetables,778,4.4,68,4054,291,354,Chhattisgarh
prod_3819,vegetables,936,3.8,463,7598,447,222,Andaman and Nicobar Islands
prod_3820,vegetables,1278,3.7,451,1045,183,245,Himachal Pradesh
prod_3821,vegetables,1388,4.4,349,1360,407,343,Lakshadweep
prod_3822,vegetables,1879,3.5,157,2273,373,378,Jammu & Kashmir
prod_3823,vegetables,864,4.3,127,4223,356,60,Bihar
prod_3824,vegetables,295,3.9,432,4391,328,285,Andaman and Nicobar Islands
prod_3825,grains,1525,4.7,171,5320,209,69,Lakshadweep
prod_3826,grains,1211,4.4,296,2052,408,79,Lakshadweep
prod_3827,grains,1998,4.4,389,1875,480,108,Daman & Diu
prod_3828,dairy,920,4.5,409,5959,195,393,Chandigarh
prod_3829,dairy,1444,3.6,483,6871,432,123,Gujarat
prod_3830,dairy,1158,5.0,327,3730,374,300,Lakshadweep
prod_3831,meat,1453,4.0,55,3344,153,394,Delhi
prod_3832,meat,518,3.6,464,1995,195,155,Daman & Diu
prod_3833,beverages,207,4.4,429,3390,339,144,Lakshadweep
prod_3834,beverages,809,4.0,164,5682,230,249,Jammu & Kashmir
prod_3835,snacks,649,4.9,78,7327,484,316,Dadra & Nagar Haveli
prod_3836,snacks,1423,4.2,232,7371,338,82,Jharkhand
prod_3837,fruits,343,3.8,152,6049,339,74,Himachal Pradesh
prod_3838,fruits,1551,5.0,71,948,353,109,Jammu & Kashmir
prod_3839,fruits,1439,4.6,429,6802,270,353,Jharkhand
prod_3840,fruits,584,4.9,325,5341,138,91,Dadra & Nagar Haveli
prod_3841,fruits,831,4.1,485,1484,401,358,Dadra & Nagar Haveli
prod_3842,fruits,104,4.1,62,1450,379,301,Arunachal Pradesh
prod_3843,fruits,1790,3.6,496,7288,400,127,Karnataka
prod_3844,fruits,813,5.0,476,4258,238,50,Dadra & Nagar Haveli
prod_3845,fruits,501,4.5,413,6608,373,96,Dadra & Nagar Haveli
prod_3846,fruits,1637,3.7,193,4269,121,113,Andhra Pradesh
prod_3847,vegetables,913,3.8,169,2536,403,84,Goa
prod_3848,vegetables,1838,3.5,155,5488,125,312,Kerala
prod_3849,vegetables,1933,4.7,409,2426,443,280,Daman & Diu
prod_3850,vegetables,704,3.8,327,6390,289,73,Dadra & Nagar Haveli
prod_3851,vegetables,894,4.7,121,4136,194,341,Dadra & Nagar Haveli
prod_3852,vegetables,1061,4.2,330,3999,438,146,Arunachal Pradesh
prod_3853,vegetables,1133,4.6,68,3843,447,108,Madhya Pradesh
prod_3854,vegetables,733,3.7,191,7456,451,83,Jammu & Kashmir
prod_3855,grains,467,4.9,308,2222,316,277,Madhya Pradesh
prod_3856,grains,1147,4.8,105,6739,344,109,Arunachal Pradesh
prod_3857,grains,180,4.1,430,7700,473,155,Madhya Pradesh
prod_3858,dairy,443,4.3,331,7079,476,141,Andhra Pradesh
prod_3859,dairy,970,4.6,247,5685,131,176,Goa
prod_3860,dairy,906,3.7,135,6131,438,333,Himachal Pradesh
prod_3861,meat,632,4.0,147,2446,379,68,Dadra & Nagar Haveli
prod_3862,meat,742,4.2,424,1614,227,317,Daman & Diu
prod_3863,beverages,923,4.2,445,6555,387,325,Goa
prod_3864,beverages,839,3.6,269,5004,351,305,Kerala
prod_3865,snacks,914,3.5,396,878,219,326,Madhya Pradesh
prod_3866,snacks,1929,4.8,276,7429,173,218,Andaman and Nicobar Islands
prod_3867,fruits,956,4.1,212,3989,283,398,Gujarat
prod_3868,fruits,1060,4.2,129,6189,238,75,Bihar
prod_3869,fruits,1910,3.6,86,3548,387,198,Dadra & Nagar Haveli
prod_3870,fruits,1691,4.5,479,4311,446,177,Goa
prod_3871,fruits,792,4.4,155,2200,326,102,Assam
prod_3872,fruits,820,4.5,461,4674,348,359,Madhya Pradesh
prod_3873,fruits,1244,4.7,256,3804,335,126,Madhya Pradesh
prod_3874,fruits,1361,3.9,59,6237,266,160,Chandigarh
prod_3875,fruits,1820,4.8,332,3302,103,264,Kerala
prod_3876,fruits,1593,4.5,436,6313,500,336,Madhya Pradesh
prod_3877,vegetables,1436,4.4,402,6603,215,389,Assam
prod_3878,vegetables,1270,3.9,185,6479,293,102,Dadra & Nagar Haveli
prod_3879,vegetables,821,3.6,132,2088,117,171,Daman & Diu
prod_3880,vegetables,1011,4.2,301,4598,164,58,Bihar
prod_3881,vegetables,711,3.7,204,527,234,108,Delhi
prod_3882,vegetables,979,3.8,460,6302,319,341,Chhattisgarh
prod_3883,vegetables,1189,4.8,348,1648,163,243,Chhattisgarh
prod_3884,vegetables,1742,3.8,121,5261,184,364,Chhattisgarh
prod_3885,grains,928,4.4,224,4913,429,273,Lakshadweep
prod_3886,grains,1490,4.6,445,4824,102,381,Goa
prod_3887,grains,700,4.1,473,4124,392,156,Karnataka
prod_3888,dairy,189,3.6,452,7490,449,86,Jammu & Kashmir
prod_3889,dairy,1071,4.4,98,543,431,358,Jammu & Kashmir
prod_3890,dairy,1327,4.0,238,3479,148,112,Madhya Pradesh
prod_3891,meat,1066,3.8,466,5939,236,122,Kerala
prod_3892,meat,603,3.5,302,1259,386,218,Haryana
prod_3893,beverages,764,3.8,404,7746,155,387,Assam
prod_3894,beverages,380,3.8,220,7389,307,273,Andaman and Nicobar Islands
prod_3895,snacks,196,3.9,94,5557,171,209,Jammu & Kashmir
prod_3896,snacks,761,4.7,79,4816,108,247,Lakshadweep
prod_3897,fruits,1082,4.3,403,1116,261,63,Arunachal Pradesh
prod_3898,fruits,1394,4.3,114,2579,332,259,Chhattisgarh
prod_3899,fruits,1293,4.7,57,3741,488,297,Haryana
prod_3900,fruits,1189,4.6,189,6689,420,100,Arunachal Pradesh
prod_3901,fruits,509,3.6,431,5020,218,343,Kerala
prod_3902,fruits,1944,3.9,145,4866,499,333,Lakshadweep
prod_3903,fruits,133,3.6,330,7531,111,356,Chhattisgarh
prod_3904,fruits,113,4.4,366,2294,146,334,Delhi
prod_3905,fruits,964,4.3,424,6729,321,124,Delhi
prod_3906,fruits,1732,3.9,76,4094,207,347,Bihar
prod_3907,vegetables,840,3.9,65,1743,170,90,Karnataka
prod_3908,vegetables,422,4.7,317,6333,174,132,Lakshadweep
prod_3909,vegetables,1753,4.1,123,4842,467,107,Daman & Diu
prod_3910,vegetables,151,3.8,476,1077,305,335,Karnataka
prod_3911,vegetables,1175,4.1,161,4414,468,93,Dadra & Nagar Haveli
prod_3912,vegetables,1826,5.0,475,4985,179,65,Goa
prod_3913,vegetables,1454,3.6,444,3535,409,247,Delhi
prod_3914,vegetables,931,4.3,171,2957,245,61,Madhya Pradesh
prod_3915,grains,1010,4.5,481,7713,464,231,Himachal Pradesh
prod_3916,grains,246,4.0,315,4692,318,126,Kerala
prod_3917,grains,1673,3.9,169,608,188,280,Madhya Pradesh
prod_3918,dairy,998,5.0,214,6818,238,58,Himachal Pradesh
prod_3919,dairy,1205,3.7,95,2752,246,347,Himachal Pradesh
prod_3920,dairy,688,3.6,168,2579,155,391,Haryana
prod_3921,meat,910,4.9,443,543,396,84,Arunachal Pradesh
prod_3922,meat,460,3.6,103,4409,278,111,Andhra Pradesh
prod_3923,beverages,159,4.3,401,5755,208,73,Himachal Pradesh
prod_3924,beverages,381,4.1,140,1143,489,339,Karnataka
prod_3925,snacks,465,4.8,200,5187,100,231,Goa
prod_3926,snacks,1663,3.9,492,3201,443,377,Jharkhand
prod_3927,fruits,932,4.9,273,4131,161,283,Jammu & Kashmir
prod_3928,fruits,807,4.1,61,5824,294,212,Arunachal Pradesh
prod_3929,fruits,1467,4.3,138,5297,123,260,Goa
prod_3930,fruits,224,3.7,127,5256,166,146,Madhya Pradesh
prod_3931,fruits,1575,3.8,59,2459,223,155,Haryana
prod_3932,fruits,915,4.1,304,3020,166,52,Jammu & Kashmir
prod_3933,fruits,1402,3.7,346,5376,444,63,Bihar
prod_3934,fruits,552,3.7,292,3792,197,334,Jharkhand
prod_3935,fruits,556,4.2,336,5825,190,129,Madhya Pradesh
prod_3936,fruits,875,4.3,446,4108,150,288,Daman & Diu
prod_3937,vegetables,863,5.0,192,1781,291,188,Karnataka
prod_3938,vegetables,1882,4.5,203,3402,111,50,Madhya Pradesh
prod_3939,vegetables,158,3.7,100,5853,497,248,Daman & Diu
prod_3940,vegetables,1067,4.2,105,7978,124,337,Kerala
prod_3941,vegetables,1840,4.5,416,4961,105,100,Chhattisgarh
prod_3942,vegetables,1824,4.2,426,2697,105,385,Chhattisgarh
prod_3943,vegetables,762,4.6,151,1233,129,171,Jharkhand
prod_3944,vegetables,511,4.8,53,7172,316,249,Bihar
prod_3945,grains,1275,4.1,408,7562,136,362,Bihar
prod_3946,grains,1336,3.8,307,7156,355,313,Andaman and Nicobar Islands
prod_3947,grains,1608,4.1,380,7132,433,291,Kerala
prod_3948,dairy,1562,4.4,349,883,434,396,Jammu & Kashmir
prod_3949,dairy,373,4.2,360,5853,212,74,Daman & Diu
prod_3950,dairy,586,3.9,371,3925,365,79,Bihar
prod_3951,meat,269,4.0,362,1704,232,177,Chandigarh
prod_3952,meat,354,4.3,252,954,442,330,Kerala
prod_3953,beverages,820,4.3,209,855,181,191,Himachal Pradesh
prod_3954,beverages,846,3.5,86,4835,386,166,Arunachal Pradesh
prod_3955,snacks,1022,4.5,367,533,494,132,Assam
prod_3956,snacks,288,4.6,417,5007,249,116,Madhya Pradesh
prod_3957,fruits,1764,4.4,106,4487,322,156,Chhattisgarh
prod_3958,fruits,284,4.1,280,1597,275,382,Jharkhand
prod_3959,fruits,158,3.7,132,6933,480,163,Haryana
prod_3960,fruits,842,4.8,307,5200,204,68,Kerala
prod_3961,fruits,725,4.7,484,3419,230,157,Andhra Pradesh
prod_3962,fruits,327,3.8,271,1416,344,90,Karnataka
prod_3963,fruits,714,3.8,148,5546,296,104,Andaman and Nicobar Islands
prod_3964,fruits,1108,3.6,277,2526,341,74,Delhi
prod_3965,fruits,976,4.3,453,6096,174,249,Dadra & Nagar Haveli
prod_3966,fruits,1517,4.8,281,3994,122,175,Karnataka
prod_3967,vegetables,1078,4.2,460,2449,270,287,Jharkhand
prod_3968,vegetables,1897,4.9,171,5746,374,152,Kerala
prod_3969,vegetables,416,4.6,193,4982,370,202,Kerala
prod_3970,vegetables,1547,4.4,426,7579,283,251,Kerala
prod_3971,vegetables,1772,4.0,223,6026,468,213,Dadra & Nagar Haveli
prod_3972,vegetables,924,4.8,54,4692,320,51,Goa
prod_3973,vegetables,857,4.6,168,5083,326,193,Bihar
prod_3974,vegetables,463,4.0,495,3265,450,379,Lakshadweep
prod_3975,grains,437,4.8,441,6998,194,62,Gujarat
prod_3976,grains,547,4.0,438,2248,142,311,Himachal Pradesh
prod_3977,grains,1572,4.9,388,1587,118,319,Chandigarh
prod_3978,dairy,1854,4.1,76,2020,128,264,Andhra Pradesh
prod_3979,dairy,1052,3.8,150,1407,388,297,Lakshadweep
prod_3980,dairy,1561,4.9,500,7187,466,393,Dadra & Nagar Haveli
prod_3981,meat,420,3.7,91,7440,118,388,Lakshadweep
prod_3982,meat,644,4.4,320,4307,248,142,Bihar
prod_3983,beverages,339,3.9,84,3679,207,107,Delhi
prod_3984,beverages,1526,4.3,478,1909,435,370,Lakshadweep
prod_3985,snacks,1950,4.4,182,2588,114,100,Chhattisgarh
prod_3986,snacks,1574,3.7,309,7862,329,327,Gujarat
prod_3987,fruits,848,3.8,221,856,437,183,Jharkhand
prod_3988,fruits,1653,4.7,235,1297,157,77,Haryana
prod_3989,fruits,585,3.7,450,7314,359,313,Lakshadweep
prod_3990,fruits,1431,3.8,469,7214,397,272,Bihar
prod_3991,fruits,1972,4.1,468,5908,360,72,Jharkhand
prod_3992,fruits,968,3.8,132,2871,294,315,Madhya Pradesh
prod_3993,fruits,1594,4.2,64,2292,163,196,Lakshadweep
prod_3994,fruits,966,4.0,344,2723,278,153,Jharkhand
prod_3995,fruits,1932,4.4,149,3323,434,70,Goa
prod_3996,fruits,384,3.5,494,2442,125,73,Madhya Pradesh
prod_3997,vegetables,342,4.7,127,2698,322,363,Bihar
prod_3998,vegetables,1506,4.8,248,5845,201,299,Chandigarh
prod_3999,vegetables,1952,4.7,297,7225,204,271,Lakshadweep
prod_4000,vegetables,1248,4.4,126,834,356,114,Madhya Pradesh
prod_4001,vegetables,1448,4.7,449,2039,491,218,Andhra Pradesh
prod_4002,vegetables,1901,4.6,478,3296,232,345,Lakshadweep
prod_4003,vegetables,1598,4.1,145,7688,193,357,Goa
prod_4004,vegetables,1033,4.6,213,3083,497,65,Kerala
prod_4005,grains,1434,4.3,311,6824,303,154,Karnataka
prod_4006,grains,442,4.5,150,1623,114,111,Dadra & Nagar Haveli
prod_4007,grains,763,4.1,214,6695,200,250,Chhattisgarh
prod_4008,dairy,881,3.7,88,4243,292,316,Haryana
prod_4009,dairy,406,5.0,273,4308,265,205,Assam
prod_4010,dairy,1278,4.2,220,7610,298,208,Andhra Pradesh
prod_4011,meat,1018,4.0,84,7488,467,244,Assam
prod_4012,meat,1419,4.4,489,3635,175,163,Bihar
prod_4013,beverages,602,4.7,413,3098,448,399,Himachal Pradesh
prod_4014,beverages,1809,4.8,416,3388,428,345,Assam
prod_4015,snacks,1919,4.1,489,3480,304,297,Karnataka
prod_4016,snacks,1882,3.7,164,1479,453,377,Lakshadweep
prod_4017,fruits,1448,3.8,469,4754,435,288,Delhi
prod_4018,fruits,1655,3.8,263,3316,178,323,Andhra Pradesh
prod_4019,fruits,471,4.9,115,3649,206,251,Goa
prod_4020,fruits,1722,4.1,147,5335,449,162,Goa
prod_4021,fruits,1809,4.3,216,4748,354,141,Goa
prod_4022,fruits,739,5.0,106,3980,154,255,Dadra & Nagar Haveli
prod_4023,fruits,495,4.0,94,7348,255,138,Chhattisgarh
prod_4024,fruits,1209,3.8,162,667,444,275,Karnataka
prod_4025,fruits,434,3.5,274,4427,327,387,Madhya Pradesh
prod_4026,fruits,1719,3.9,210,2712,140,334,Chhattisgarh
prod_4027,vegetables,684,4.9,409,5059,152,190,Bihar
prod_4028,vegetables,1735,4.2,280,6540,287,173,Delhi
prod_4029,vegetables,931,4.5,378,759,287,115,Goa
prod_4030,vegetables,1993,3.7,105,7290,321,106,Chandigarh
prod_4031,vegetables,1774,4.5,66,5374,499,60,Jammu & Kashmir
prod_4032,vegetables,1271,4.2,305,7893,152,347,Lakshadweep
prod_4033,vegetables,1076,3.8,247,3174,343,364,Jharkhand
prod_4034,vegetables,480,4.2,489,6655,179,333,Chhattisgarh
prod_4035,grains,1655,4.5,146,1982,355,248,Arunachal Pradesh
prod_4036,grains,1884,4.9,405,1084,144,258,Chandigarh
prod_4037,grains,486,4.5,137,6502,270,210,Dadra & Nagar Haveli
prod_4038,dairy,355,4.5,470,5999,360,283,Bihar
prod_4039,dairy,1872,3.7,457,4341,452,187,Chandigarh
prod_4040,dairy,599,4.4,361,1220,332,310,Madhya Pradesh
prod_4041,meat,938,4.5,353,6848,164,202,Jammu & Kashmir
prod_4042,meat,1768,4.6,378,902,455,259,Himachal Pradesh
prod_4043,beverages,958,4.6,432,1824,408,85,Chhattisgarh
prod_4044,beverages,262,4.9,449,3281,121,224,Chandigarh
prod_4045,snacks,1312,4.7,166,6463,142,262,Lakshadweep
prod_4046,snacks,602,4.4,245,4908,178,240,Andhra Pradesh
prod_4047,fruits,999,4.9,332,5228,193,281,Assam
prod_4048,fruits,133,4.7,229,6916,474,104,Gujarat
prod_4049,fruits,403,4.1,310,4305,460,197,Andaman and Nicobar Islands
prod_4050,fruits,1905,4.6,433,1637,135,387,Madhya Pradesh
prod_4051,fruits,705,4.1,413,5265,203,347,Arunachal Pradesh
prod_4052,fruits,1360,4.0,405,7187,422,332,Dadra & Nagar Haveli
prod_4053,fruits,109,4.5,291,4035,243,320,Himachal Pradesh
prod_4054,fruits,1936,4.0,435,6347,159,386,Daman & Diu
prod_4055,fruits,522,3.9,310,5670,287,64,Chhattisgarh
prod_4056,fruits,979,4.0,484,6903,241,398,Bihar
prod_4057,vegetables,1763,4.1,153,7540,265,132,Jammu & Kashmir
prod_4058,vegetables,916,4.5,383,7985,339,311,Jammu & Kashmir
prod_4059,vegetables,1417,4.0,86,5804,233,295,Daman & Diu
prod_4060,vegetables,1363,4.2,465,5393,145,98,Gujarat
prod_4061,vegetables,543,4.7,365,6494,246,313,Assam
prod_4062,vegetables,1675,4.9,239,2122,244,373,Daman & Diu
prod_4063,vegetables,1630,3.7,186,7680,106,75,Dadra & Nagar Haveli
prod_4064,vegetables,197,4.4,218,5548,211,365,Chhattisgarh
prod_4065,grains,304,4.7,333,7072,117,250,Delhi
prod_4066,grains,840,4.0,268,1399,225,222,Assam
prod_4067,grains,183,3.9,196,2247,439,256,Jharkhand
prod_4068,dairy,303,4.7,494,7325,441,305,Delhi
prod_4069,dairy,1336,4.7,180,5093,403,243,Assam
prod_4070,dairy,1889,4.7,207,1581,285,257,Chandigarh
prod_4071,meat,1144,3.9,219,2835,369,91,Jharkhand
prod_4072,meat,1795,4.0,166,2214,170,193,Assam
prod_4073,beverages,1733,3.8,381,1670,440,290,Himachal Pradesh
prod_4074,beverages,1800,4.5,489,6388,425,192,Delhi
prod_4075,snacks,1472,4.9,61,2448,404,359,Lakshadweep
prod_4076,snacks,866,3.7,453,1371,453,60,Andhra Pradesh
prod_4077,fruits,1288,3.5,424,7691,170,390,Arunachal Pradesh
prod_4078,fruits,458,4.9,229,2358,281,307,Haryana
prod_4079,fruits,1762,3.8,282,4754,293,230,Assam
prod_4080,fruits,671,4.1,334,3055,389,369,Bihar
prod_4081,fruits,1083,4.9,93,4836,380,398,Haryana
prod_4082,fruits,1324,3.9,105,4701,477,297,Assam
prod_4083,fruits,753,4.5,127,7116,439,257,Karnataka
prod_4084,fruits,793,4.1,359,2921,383,326,Gujarat
prod_4085,fruits,1106,3.9,159,1462,274,220,Haryana
prod_4086,fruits,1561,4.6,421,6158,315,365,Haryana
prod_4087,vegetables,1331,3.8,483,4339,253,226,Goa
prod_4088,vegetables,1033,4.6,50,850,268,105,Chandigarh
prod_4089,vegetables,1642,4.2,408,5862,132,56,Daman & Diu
prod_4090,vegetables,859,4.8,240,3046,203,282,Bihar
prod_4091,vegetables,394,4.9,212,2003,113,359,Madhya Pradesh
prod_4092,vegetables,1006,3.8,261,4338,290,73,Goa
prod_4093,vegetables,803,4.9,374,6412,169,334,Gujarat
prod_4094,vegetables,443,4.0,395,5337,284,102,Himachal Pradesh
prod_4095,grains,574,4.5,355,4139,314,238,Chhattisgarh
prod_4096,grains,293,4.3,470,5067,128,331,Lakshadweep
prod_4097,grains,445,5.0,72,7583,294,110,Haryana
prod_4098,dairy,604,3.5,385,5903,442,59,Arunachal Pradesh
prod_4099,dairy,821,4.8,308,4269,460,291,Assam
prod_4100,dairy,1947,4.2,328,6341,323,168,Chandigarh
prod_4101,meat,374,4.5,363,3578,491,251,Assam
prod_4102,meat,627,4.9,218,7314,132,206,Kerala
prod_4103,beverages,328,4.0,181,5312,240,231,Delhi
prod_4104,beverages,1052,3.8,295,2178,477,52,Chhattisgarh
prod_4105,snacks,844,4.9,59,6368,476,380,Andaman and Nicobar Islands
prod_4106,snacks,1353,4.3,51,4345,125,60,Madhya Pradesh
prod_4107,fruits,390,3.7,461,5727,478,400,Goa
prod_4108,fruits,1698,4.7,189,684,255,128,Karnataka
prod_4109,fruits,705,4.8,341,3234,376,346,Lakshadweep
prod_4110,fruits,1678,3.6,241,641,379,359,Delhi
prod_4111,fruits,1256,3.6,354,2000,320,220,Andhra Pradesh
prod_4112,fruits,1963,4.8,326,7331,441,332,Lakshadweep
prod_4113,fruits,1674,4.6,373,4408,127,113,Assam
prod_4114,fruits,891,4.3,175,2726,101,368,Kerala
prod_4115,fruits,507,4.7,388,6250,249,384,Daman & Diu
prod_4116,fruits,1838,4.2,496,2613,137,70,Delhi
prod_4117,vegetables,1278,3.7,419,2037,197,90,Goa
prod_4118,vegetables,127,4.3,478,4223,114,135,Himachal Pradesh
prod_4119,vegetables,1011,4.3,263,4018,249,277,Gujarat
prod_4120,vegetables,729,4.1,115,2833,175,336,Arunachal Pradesh
prod_4121,vegetables,1378,3.8,407,4530,197,243,Kerala
prod_4122,vegetables,1536,4.2,77,1806,452,306,Jharkhand
prod_4123,vegetables,537,4.6,143,4895,178,249,Jharkhand
prod_4124,vegetables,1106,4.1,445,5136,348,165,Goa
prod_4125,grains,658,3.5,84,7074,203,208,Madhya Pradesh
prod_4126,grains,1202,4.0,312,6578,250,159,Chhattisgarh
prod_4127,grains,1919,3.6,368,4753,244,360,Chhattisgarh
prod_4128,dairy,671,3.8,277,7838,333,210,Delhi
prod_4129,dairy,951,3.8,167,4436,439,108,Bihar
prod_4130,dairy,1038,4.5,166,3311,484,94,Andhra Pradesh
prod_4131,meat,218,3.7,432,5301,196,74,Karnataka
prod_4132,meat,372,4.3,385,2540,211,334,Karnataka
prod_4133,beverages,1011,3.9,389,2925,399,301,Andaman and Nicobar Islands
prod_4134,beverages,363,3.7,168,5390,255,210,Chhattisgarh
prod_4135,snacks,1685,3.9,54,1843,397,315,Arunachal Pradesh
prod_4136,snacks,1271,4.4,413,7060,107,328,Jammu & Kashmir
prod_4137,fruits,405,4.7,360,1904,208,367,Andaman and Nicobar Islands
prod_4138,fruits,284,4.6,324,987,385,197,Goa
prod_4139,fruits,1437,4.5,483,2302,271,353,Lakshadweep
prod_4140,fruits,151,4.0,396,2794,137,204,Jammu & Kashmir
prod_4141,fruits,148,4.1,271,3101,389,369,Gujarat
prod_4142,fruits,362,4.9,313,6366,240,273,Dadra & Nagar Haveli
prod_4143,fruits,1513,3.7,106,1747,189,381,Lakshadweep
prod_4144,fruits,379,4.0,107,6394,243,379,Assam
prod_4145,fruits,1328,3.9,202,7023,361,247,Delhi
prod_4146,fruits,467,4.5,130,3549,136,140,Himachal Pradesh
prod_4147,vegetables,867,3.7,409,6480,156,193,Haryana
prod_4148,vegetables,694,3.7,411,2302,445,267,Bihar
prod_4149,vegetables,783,4.2,234,6420,470,260,Chandigarh
prod_4150,vegetables,416,3.6,356,4144,143,258,Andhra Pradesh
prod_4151,vegetables,1214,4.0,477,4063,222,179,Karnataka
prod_4152,vegetables,345,4.2,122,3280,128,117,Himachal Pradesh
prod_4153,vegetables,287,4.6,282,2877,123,273,Bihar
prod_4154,vegetables,562,4.3,281,7287,321,399,Bihar
prod_4155,grains,867,4.2,425,4073,144,294,Dadra & Nagar Haveli
prod_4156,grains,1549,4.3,114,4947,499,307,Madhya Pradesh
prod_4157,grains,1065,4.1,364,637,462,323,Haryana
prod_4158,dairy,760,4.8,482,7635,166,143,Dadra & Nagar Haveli
prod_4159,dairy,1604,3.9,364,7791,411,172,Andhra Pradesh
prod_4160,dairy,1936,4.3,115,5480,483,359,Madhya Pradesh
prod_4161,meat,1444,3.9,96,6601,186,249,Delhi
prod_4162,meat,256,4.2,203,5195,388,306,Arunachal Pradesh
prod_4163,beverages,567,4.3,105,6301,309,270,Kerala
prod_4164,beverages,250,4.9,468,5581,140,53,Kerala
prod_4165,snacks,1009,4.3,326,2195,160,83,Goa
prod_4166,snacks,1894,4.0,437,4762,335,268,Andhra Pradesh
prod_4167,fruits,1153,3.6,181,7463,277,118,Haryana
prod_4168,fruits,1172,4.9,261,4214,475,389,Chandigarh
prod_4169,fruits,1818,4.5,368,6540,288,103,Lakshadweep
prod_4170,fruits,1172,3.5,490,4367,107,309,Gujarat
prod_4171,fruits,174,3.8,419,6989,281,190,Madhya Pradesh
prod_4172,fruits,416,4.4,458,668,322,54,Bihar
prod_4173,fruits,719,3.9,260,5781,302,119,Kerala
prod_4174,fruits,718,4.4,235,2730,361,117,Goa
prod_4175,fruits,1311,3.8,401,4058,213,131,Andaman and Nicobar Islands
prod_4176,fruits,776,4.4,194,6343,201,121,Jammu & Kashmir
prod_4177,vegetables,857,4.0,52,5502,111,178,Madhya Pradesh
prod_4178,vegetables,935,4.5,232,5082,374,294,Haryana
prod_4179,vegetables,651,4.4,295,2223,450,97,Bihar
prod_4180,vegetables,332,4.2,299,5722,440,319,Goa
prod_4181,vegetables,313,4.2,277,6624,489,322,Chandigarh
prod_4182,vegetables,1468,4.4,237,755,466,134,Lakshadweep
prod_4183,vegetables,293,3.8,337,523,110,308,Dadra & Nagar Haveli
prod_4184,vegetables,123,3.7,258,7035,257,58,Goa
prod_4185,grains,1694,4.8,218,4879,219,274,Chandigarh
prod_4186,grains,1730,4.1,304,1510,385,107,Jharkhand
prod_4187,grains,1596,3.6,413,6900,329,76,Lakshadweep
prod_4188,dairy,1504,4.7,83,2410,464,282,Himachal Pradesh
prod_4189,dairy,1056,4.5,464,3190,411,310,Gujarat
prod_4190,dairy,780,4.7,486,5341,229,66,Kerala
prod_4191,meat,738,3.6,109,2554,325,382,Madhya Pradesh
prod_4192,meat,1333,4.7,350,7849,454,160,Jammu & Kashmir
prod_4193,beverages,218,4.9,103,7331,369,247,Chhattisgarh
prod_4194,beverages,1326,4.1,471,5225,121,335,Dadra & Nagar Haveli
prod_4195,snacks,1108,4.2,199,5966,370,117,Dadra & Nagar Haveli
prod_4196,snacks,803,3.6,165,5814,412,209,Dadra & Nagar Haveli
prod_4197,fruits,1543,4.7,406,5718,373,195,Chhattisgarh
prod_4198,fruits,921,3.6,361,2901,129,205,Gujarat
prod_4199,fruits,1585,4.3,311,7487,484,156,Jharkhand
prod_4200,fruits,1185,3.9,368,2692,218,270,Lakshadweep
